PC1;PC2;Cluster
0.95050143564836;-0.8365170817965587;3
1.5509700266186501;0.5856719779132012;1
1.7283131687510371;0.8251061693728309;1
-1.609195841350339;-0.39746825206756037;0
1.6467161147146534;-1.1564973029955554;3
-2.57335733051751;-0.5025427469082933;0
-2.6100880982974792;2.638565491357683;2
1.134836631437702;-0.6167713285661626;3
3.8063440510702353;-0.5517021474658367;4
0.3238064128127064;-0.42382131223809266;3
-1.729671566298413;1.3172668010990283;2
-1.4162441303228066;1.1556818940222364;2
-2.461356287675542;-0.9295763386721583;0
-1.6440809323471073;1.1349119993616585;2
1.6982647510263973;-0.6728199108430603;3
0.48737257168156983;-0.5269786357975452;3
3.9642226548701687;0.8045496495886172;4
-2.447280570302449;1.3548074932870946;2
-2.390274314725022;-1.4861325905992333;0
0.9362709594280674;-1.0706052835281774;3
-2.397630245984387;2.5572707867197013;2
0.9048723280485896;0.8586807943969562;1
-1.3497195410392362;2.7261050616659865;2
0.29816515260268456;-0.2781025993296232;3
0.4744684300474716;1.0975151940964316;1
0.9914585345030185;2.3681506782671966;1
3.673556426794646;-2.1893124893120697;4
-1.71379433075981;-0.6506969837865352;0
-2.5861972265489657;-0.21034451847122207;0
1.1748430078597893;-1.8311544733837215;3
1.875754867515957;-0.8790471645576002;3
1.6830759761220664;-0.8619216203619092;3
-2.366732503273218;0.0292335763708415;0
-1.7344315803675305;-2.0456002038691325;0
-2.3908314397385158;-0.5442880230834878;0
2.018975138624673;2.263637883035697;1
0.16576592018789002;-0.2039645230215981;3
0.2764794807265664;0.9091338362100805;1
0.9810004440687833;1.3195825349904398;1
-1.8086675519026003;1.2612663396569321;2
1.146695265937176;-1.9009696308208746;3
-1.8630504636962735;-1.4747260849911297;0
-1.7264423228336776;1.4209029135242284;2
-0.8982608044488773;-0.5384639235528579;0
3.2179063293238688;2.156170446756464;1
1.451352940663927;-0.1013637693083217;3
0.9205290995700518;1.1679624880368267;1
1.9077105085003572;-1.6475296122787366;3
1.8569944355939636;2.0615364346051614;1
0.7172308075572917;2.113384876373573;1
-2.4839593725094464;1.2526472069277528;2
-1.6146011295968772;-0.34017051782770763;0
-2.9323982019150163;-0.36299788174552333;0
0.30903231371282597;-0.6505559245731666;3
0.2489718349369578;0.041656913326256324;3
1.6901930884332033;0.553742671606146;1
1.4820281495191132;1.0889571137290313;1
-0.02774248194819851;1.0412221581141698;1
4.008932076152413;-1.3093303858567167;4
0.1913940676292565;-0.9403703688877019;3
-2.6291490905756945;2.5560108372019794;2
0.6039106727485203;0.9019524972558384;1
1.6516793082047614;0.8989312181302074;1
0.8018604125998344;-0.8850700892405446;3
-2.311387439739455;-0.6796824061891389;0
-2.32223025573828;-0.7422827868609294;0
0.31638291433661514;-0.39177116380039056;3
1.7805828424363084;0.9509223679884073;1
-3.4788766650410317;-0.40427980480938547;0
0.8868846769235403;-0.8141624427505548;3
1.7155010899428023;-0.9915876034437295;3
-1.7670330696583345;-0.939039539253666;0
-0.3848322344236995;-2.215988660048651;3
-2.1184185820536636;-1.8577104621902771;0
2.6254321938472436;-0.8091296214559176;4
-2.369572547794502;2.3140742395379825;2
0.7113480283047088;2.011121348505076;1
1.0181134291407545;-0.9884335724313822;3
-0.31238964307940337;-1.985592898908832;3
1.733775126420493;2.5350836667166368;1
-2.62634409545779;1.2158208629514093;2
-1.574705429026222;-0.04965326991201862;0
1.0649068282258893;-0.6218575388466189;3
0.5062641291284055;-0.5718539559351726;3
0.29450285090739386;2.512227780979555;1
1.8035622903473596;-0.3073118554189453;3
1.6164641950075513;1.0033665875128632;1
-2.338408818937084;-0.8005581378563965;0
-3.1921332649100718;-1.4677125490953047;0
-2.6437840722422785;-0.25957255498295;0
-0.5376946377666854;-0.914212836844891;3
3.9943799478035316;-2.1439707366796856;4
-1.5971634678555893;-0.48774866724540916;0
1.0928521573126118;1.1631047690335456;1
1.267549881184679;0.12157038301144923;3
0.004184833668652698;-0.39197593660857305;3
-0.38284155031787276;1.7026750786940377;2
1.1292098432303415;-0.7441356315821928;3
0.9440528857142133;-1.671995036489137;3
2.0335021864478766;-1.042334560412549;3
-1.552338889904078;-0.9233064605775669;0
-2.5166874791780223;2.4668441931675393;2
1.556662907720751;1.1224760893531718;1
-2.676216351856109;-1.4417159422780645;0
-1.7004002608816546;-1.4738302271617314;0
2.184865322177779;0.9394370008300527;1
-0.010821428477016122;-0.19747911804209303;3
2.0990125345504524;-1.6824320989931378;3
-2.149765797668459;1.1282243706683108;2
-2.765384048762989;1.402347134840809;2
-2.2319975188679284;-1.5623368416543342;0
0.983344905368226;-1.6645879423474155;3
0.12105949716885303;-2.138394672616411;3
-2.417956631153848;-0.26310465122403265;0
1.3266368995680704;-0.5817504481704128;3
-2.4758632515209844;1.2729096799603554;2
0.8541716508945316;1.323108777550089;1
0.6218575082715915;-0.4312100310681649;3
0.830734201416242;-0.18947557722981986;3
0.7023576836309909;-2.08619795068639;3
-3.1783088877446715;-0.158290043735944;0
-3.6321748723255265;-1.44639980288264;0
3.454180162168164;-0.6748900667111782;4
0.5628436834963914;-0.16930658800807027;3
0.9160753965494574;0.9210308650978679;1
-1.7519740605989407;1.4791810156446272;2
3.7504564183434224;0.804378555603527;4
-2.8941345952813022;-1.4677532655260759;0
-2.555061494247355;-1.4373855496593233;0
-2.86767094266137;-1.7657339777786438;0
1.33664261434999;0.9636343772743382;1
1.487187204583667;-0.49894581682054445;3
1.2375086635418437;-0.4326551207719032;3
1.0315483719991645;-0.37854241400666;3
1.9992935028366992;0.10043570946909923;1
-2.2221309889091043;-0.8891451536024033;0
2.8303073204251854;-1.943840635683565;4
-2.593834163337343;-2.0612165467775228;0
1.4785482597484523;0.9676880310182141;1
-2.4086872130059582;-0.7043263773482662;0
1.6050442488331642;-0.874424714612876;3
1.0972361697588324;0.5598194314187092;1
0.22073103008278064;-0.8430944272952958;3
0.728617757337291;1.2925448474702437;1
1.8766690618033168;2.350826205409679;1
-1.7423928140257123;2.3286815967697505;2
-1.0046698674965127;-0.4912892538774211;0
-2.3933511731046906;1.2101959365486132;2
-2.5656721163305174;2.6618636731491594;2
-1.2911885735838793;1.1709232859326626;2
2.9249429503670967;-2.250173354512692;4
-2.9365108665305164;-0.8427924953518753;0
0.46907752824675814;2.53052691457826;1
-1.5331713755939906;-0.29658418723985364;0
1.979323222672535;1.0815910317587345;1
-2.8568277361795635;2.4229636874438394;2
-2.9855849803858767;-0.5742365974171241;0
-1.8557224110476234;-2.0278444404933453;0
1.2643975565409744;-0.315873740542204;3
-2.587474041069095;-1.7881616878382178;0
0.6043403348431331;-0.26128204162971025;3
0.8642915038927186;-0.5711523234207694;3
2.0927066090503352;0.8688197064321707;1
1.6089864045839852;1.184840960271032;1
-2.0315313104438477;-1.4050547547513899;0
3.378475902586211;0.725700643284069;4
1.3147428560396957;2.5354130106075465;1
-2.208401449404073;1.0367261910195391;2
0.9777612772168189;1.1849216313942552;1
-2.2524951485772844;-0.18718060595649505;0
0.21838740807221518;1.2248670690158359;1
-1.7123903376524787;2.621494462993243;2
1.9922762655954305;-1.871186451607448;3
1.9349841578366296;0.8658920498219967;1
-1.6455228392276495;1.510702301039629;2
-1.5671405402231284;-0.48703173265821764;0
1.4980857042192537;-1.9625815332652596;3
0.5414227449829735;2.517963363000475;1
-2.781764813757786;-0.3950306587449534;0
-3.096442322079577;-1.7664193256232912;0
1.7388921909938124;-1.8607529546401669;3
2.876655051007168;-0.33782203104874775;4
2.3001656601708373;-0.8698037309958481;4
4.103881318916319;-1.3505610451346473;4
0.2529056721630976;-2.230729971189449;3
1.4917878245541876;1.203005101072424;1
-2.7774853129592834;-1.3608599063134166;0
1.0325976530430108;1.1763869817802677;1
-2.636819173990802;-1.3807760506502775;0
-2.2585635870471124;-0.2609321475584228;0
-2.013896608798388;-1.6615249472029776;0
-3.051879822528605;-0.6605443028250484;0
